Nama PT,Prodies
Universitas Haji Sumatera Utara,Manajemen (S1)
Universitas Haji Sumatera Utara,Pendidikan Guru Sekolah Dasar (S1)
Universitas Haji Sumatera Utara,Profesi Ners (Profesi)
Sekolah Tinggi Teologi Cianjur,Pendidikan Agama Kristen (S1)
Sekolah Tinggi Teologi Cianjur,Teologi (Akademik) (S1)
Sekolah Tinggi Ilmu Hukum Benteng Huraba,Ilmu Hukum (S1)
Universitas Dharma Andalas,Akuntansi (S1)
Universitas Dharma Andalas,Akuntansi (D3)
Universitas Dharma Andalas,Akuntansi Perpajakan (D4)
Universitas Dharma Andalas,Bisnis Digital (S1)
Universitas Dharma Andalas,Farmasi (S1)
Universitas Dharma Andalas,Ilmu Hukum (S1)
Universitas Dharma Andalas,Ilmu Komunikasi (S1)
Universitas Dharma Andalas,Manajemen (S1)
Universitas Dharma Andalas,Manajemen (S2)
Universitas Dharma Andalas,Manajemen Perusahaan (D3)
Universitas Dharma Andalas,Matematika (S1)
Universitas Dharma Andalas,Pariwisata (S1)
Universitas Dharma Andalas,Peternakan (S1)
Universitas Dharma Andalas,Sastra Inggris (S1)
Universitas Dharma Andalas,Sistem Informasi (S1)
Universitas Dharma Andalas,Teknik Mesin (S1)
Universitas Dharma Andalas,Teknik Sipil (S1)
Universitas Dharma Andalas,Teknologi Industri Pertanian (S1)
STIKES Murni Teguh,Fisioterapi (S1)
STIKES Murni Teguh,Ilmu Keperawatan (S1)
STIKES Murni Teguh,Kebidanan (D3)
STIKES Murni Teguh,Pendidikan Profesi Ners (Profesi)
AMIK PPKIA Tarakanita Rahmawati Tarakan,Manajemen Informatika (D3)
Akademi Kebidanan Yappi Sragen,Kebidanan (D3)
Akademi Kebidanan Minasa Upa,Kebidanan (D3)
Sekolah Tinggi Ilmu Tarbiyah Ar-Raudlatul Hasanah Medan Sumatera Utara,Manajemen Pendidikan Islam (S1)
Sekolah Tinggi Ilmu Tarbiyah Ar-Raudlatul Hasanah Medan Sumatera Utara,Pendidikan Bahasa Arab (S1)
Akademi Teknologi Pratama,Teknik Elektronika (D3)
Akademi Teknologi Pratama,Teknik Telekomunikasi (D3)
Akademi Refraksi Optisi Leprindo Jakarta,Optometri (D3)
Akademi Refraksi Optisi Leprindo Jakarta,Refraksi Optisi (D3)
Institut Teknologi dan Kesehatan Ika Bina,Administrasi Kesehatan (S1)
Institut Teknologi dan Kesehatan Ika Bina,Kebidanan (D3)
Institut Teknologi dan Kesehatan Ika Bina,Keperawatan (D3)
Institut Teknologi dan Kesehatan Ika Bina,Sistem Informasi (S1)
Institut Teknologi dan Kesehatan Ika Bina,Teknologi Informasi (S1)
STT Permata Bangsa Barito,Pendidikan Agama Kristen (S1)
STT Permata Bangsa Barito,Teologi (S2)
STT Permata Bangsa Barito,Teologi (S1)
Sekolah Tinggi Ilmu Ekonomi Yapis Merauke,Ekonomi Pembangunan (S1)
Sekolah Tinggi Ilmu Ekonomi Yapis Merauke,Keuangan dan Perbankan (D3)
Akademi Kebidanan Nyai Ahmad Dahlan Yogyakarta,Kebidanan (D3)
IKIP Budi Utomo,Pendidikan Bahasa Dan Sastra Indonesia (S1)
IKIP Budi Utomo,Pendidikan Bahasa Inggris (S1)
IKIP Budi Utomo,Pendidikan Biologi (S1)
IKIP Budi Utomo,Pendidikan Ekonomi (S1)
IKIP Budi Utomo,"Pendidikan Jasmani, Kesehatan & Rekreasi (S1)"
IKIP Budi Utomo,Pendidikan Matematika (S1)
IKIP Budi Utomo,Pendidikan Olahraga (S2)
IKIP Budi Utomo,Pendidikan Profesi Guru (Profesi)
IKIP Budi Utomo,Pendidikan Sejarah Dan Sosiologi (S1)
Politeknik Kampar,Administrasi Bisnis Internasional (D4)
Politeknik Kampar,Manajemen Agribisnis (D4)
Politeknik Kampar,Pengelolaan Perkebunan (D4)
Politeknik Kampar,Perawatan Dan Perbaikan Mesin (D3)
Politeknik Kampar,Teknik Informatika (D3)
Politeknik Kampar,Teknik Pengolahan Kelapa Sawit (D2)
Politeknik Kampar,Teknik Pengolahan Sawit (D3)
Politeknik Kampar,Teknologi Rekayasa Logistik (D4)
Universitas Pat Petulai,Agribisnis (S1)
Universitas Pat Petulai,Agroteknologi (S1)
Universitas Pat Petulai,Akuntansi (S1)
Universitas Pat Petulai,Ilmu Komputer (S1)
Universitas Pat Petulai,Sains Perkopian (S1)
STKIP Sebelas April,Pendidikan Bahasa Dan Sastra Indonesia (S1)
STKIP Sebelas April,Pendidikan Guru Pendidikan Anak Usia Dini (S1)
STKIP Sebelas April,Pendidikan Guru Sekolah Dasar (S1)
STKIP Sebelas April,"Pendidikan Jasmani, Kesehatan & Rekreasi (S1)"
STKIP Sebelas April,Pendidikan Matematika (S1)
STKIP Sebelas April,Pendidikan Teknik Mesin (S1)
STT Indonesia Manado (STTI Manado),Pendidikan Agama Kristen (S1)
STT Indonesia Manado (STTI Manado),Teologi (S2)
STT Indonesia Manado (STTI Manado),Teologi (Akademik) (S1)
STKIP Paris Barantai,Pendidikan Bahasa Dan Sastra Indonesia (S1)
STKIP Paris Barantai,"Pendidikan Jasmani, Kesehatan Dan Rekreas (S1)"
STKIP Paris Barantai,Pendidikan Matematika (S1)
Institut Teknologi dan Bisnis Maritim Balik Diwa,Budidaya Perairan (S1)
Institut Teknologi dan Bisnis Maritim Balik Diwa,Hukum Bisnis (S1)
Institut Teknologi dan Bisnis Maritim Balik Diwa,Ilmu Kelautan (S1)
Institut Teknologi dan Bisnis Maritim Balik Diwa,Pemanfaatan Sumberdaya Perairan (S1)
Institut Teknologi dan Bisnis Maritim Balik Diwa,Sumber Daya Akuatik (S2)
Institut Teknologi dan Bisnis Maritim Balik Diwa,Teknologi Hasil Perikanan (S1)
Sekolah Tinggi Filsafat Theologia Jaffray,Ilmu Filsafat (S1)
Sekolah Tinggi Filsafat Theologia Jaffray,Pendidikan Agama Kristen (S1)
Sekolah Tinggi Filsafat Theologia Jaffray,Pendidikan Agama Kristen (S2)
Sekolah Tinggi Filsafat Theologia Jaffray,Teologi (Akademik) (S2)
Sekolah Tinggi Filsafat Theologia Jaffray,Teologi (Akademik) (S3)
Akademi Kebidanan Ummul Quro Al-Islami Bogor,Kebidanan (D3)
Akademi Manajemen Koperasi Kediri,Manajemen Keuangan (D3)
Akademi Manajemen Koperasi Kediri,Manajemen Personalia (D3)
STAI YAMISA Soreang,Hukum Ekonomi Syariah (Muamalah) (S1)
STAI YAMISA Soreang,Pendidikan Agama Islam (S1)
Sekolah Tinggi Agama Kristen Kupang Provinsi Nusa Tenggara Timur,Pendidikan Agama Kristen (S1)
Sekolah Tinggi Agama Kristen Kupang Provinsi Nusa Tenggara Timur,Teologi (S1)
STKIP Bima,Bimbingan Dan Konseling (S1)
STKIP Bima,Pendidikan Biologi (S1)
STKIP Bima,Pendidikan Ekonomi (S1)
STKIP Bima,Pendidikan Fisika (S1)
STKIP Bima,Pendidikan Kimia (S1)
STKIP Bima,Pendidikan Matematika (S1)
STKIP Bima,Pendidikan Sosiologi (S1)
Sekolah Tinggi Ilmu Ekonomi Tridharma,Akuntansi (S1)
Sekolah Tinggi Ilmu Ekonomi Tridharma,Akuntansi (D3)
Sekolah Tinggi Ilmu Ekonomi Tridharma,Manajemen (S1)
Sekolah Tinggi Ilmu Ekonomi Tridharma,Manajemen Perusahaan (D3)
Akademi Refraksi Optisi Surabaya,Refraksi Optisi (D3)
Universitas Islam Kadiri,Agribisnis (S2)
Universitas Islam Kadiri,Agribisnis (S1)
Universitas Islam Kadiri,Agroteknologi (S1)
Universitas Islam Kadiri,Akuntansi (S1)
Universitas Islam Kadiri,Ilmu Hukum (S2)
Universitas Islam Kadiri,Ilmu Hukum (S1)
Universitas Islam Kadiri,Kimia (S1)
Universitas Islam Kadiri,Manajemen (S1)
Universitas Islam Kadiri,Manajemen (S2)
Universitas Islam Kadiri,Pendidikan Bahasa Inggris (S1)
Universitas Islam Kadiri,Peternakan (S1)
Universitas Islam Kadiri,Teknik Elektro (S1)
Universitas Islam Kadiri,Teknik Industri (S1)
Universitas Islam Kadiri,Teknik Komputer (S1)
Akademi Manajemen Informatika Dan Komputer Dumai,Manajemen Informatika (D3)
STT Pelita Hati,Pendidikan Agama Kristen (S1)
STT Pelita Hati,Pendidikan Agama Kristen (S2)
STT Pelita Hati,Teologi (S2)
STT Pelita Hati,Teologi (Akademik) (S1)
Politeknik Terpikat Sambas,Agrobisnis (D3)
Politeknik Terpikat Sambas,Manajemen Informatika (D3)
Politeknik Terpikat Sambas,Teknik Mesin (D3)
STAI As-Sunnah Deli Serdang Sumatera Utara,Ahwal Al-Syakhshiyyah (S1)
STAI As-Sunnah Deli Serdang Sumatera Utara,Bimbingan Penyuluhan Islam (S1)
STAI As-Sunnah Deli Serdang Sumatera Utara,Hukum Ekonomi Syariah (Muamalah) (S1)
STAI As-Sunnah Deli Serdang Sumatera Utara,Komunikasi Penyiaran Islam (S1)
STAI As-Sunnah Deli Serdang Sumatera Utara,Muamalah (S1)
STAI As-Sunnah Deli Serdang Sumatera Utara,Pendidikan Agama Islam (S1)
STAI As-Sunnah Deli Serdang Sumatera Utara,Pendidikan Bahasa Arab (S1)
Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,Ekonomi Syari`ah (S1)
Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,Ekonomi Syariah (S2)
Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,Hukum Ekonomi Syari`ah (Mu`amalah) (S1)
Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,Hukum Keluarga Islam (Ahwal Syakhsiyyah) (S1)
Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,Ilmu Al-Qur'an dan Tafsir (S1)
Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,Pendidikan Agama Islam (S1)
Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,Pendidikan Agama Islam (S2)
Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,Pendidikan Bahasa Arab (S1)
Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,Pendidikan Islam Anak Usia Dini (S1)
Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,Perbankan Syariah (S1)
Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,Tasawuf dan Psikoterapi (S1)
Universitas Satu,Akuntansi (S1)
Universitas Satu,Akuntansi (Kampus Kota Pontianak) (S1)
Universitas Satu,Desain Komunikasi Visual (S1)
Universitas Satu,Informatika (S1)
Universitas Satu,Manajemen (S1)
Universitas Satu,Manajemen (Kampus Kota Pontianak) (S1)
Universitas Satu,Psikologi (S1)
Universitas Satu,Sistem Informasi (S1)
Universitas Satu,Sistem Informasi (Kampus Kota Palembang) (S1)
Universitas Satu,Teknik Informatika (Kampus Kota Palembang) (S1)
Sekolah Tinggi Ilmu Islam dan Bahasa Arab (STIBA) Makassar,Hukum Ekonomi Syariah (Mu'amalah) (S1)
Sekolah Tinggi Ilmu Islam dan Bahasa Arab (STIBA) Makassar,Ilmu Hadis (S1)
Sekolah Tinggi Ilmu Islam dan Bahasa Arab (STIBA) Makassar,Pendidikan Bahasa Arab (S1)
Sekolah Tinggi Ilmu Islam dan Bahasa Arab (STIBA) Makassar,Perbandingan Mazhab (S1)
Akademi Manajemen Informatika Dan Komputer YPAT,Manajemen Informatika (D3)
Institut Islam Mamba'ul Ulum Jambi,Ekonomi Syariah (S1)
Institut Islam Mamba'ul Ulum Jambi,Hukum Ekonomi Syariah (Muamalah) (S1)
Institut Islam Mamba'ul Ulum Jambi,Manajemen Pendidikan Islam (S1)
Institut Islam Mamba'ul Ulum Jambi,Pendidikan Agama Islam (S1)
Institut Islam Mamba'ul Ulum Jambi,Pendidikan Bahasa Arab (S1)
Institut Islam Mamba'ul Ulum Jambi,Pendidikan Guru Madrasah Ibtidaiyah (S1)
Institut Islam Mamba'ul Ulum Jambi,Pendidikan Islam Anak Usia Dini (S1)
Politeknik Kesehatan Kerta Cendekia,Keperawatan (D3)
Politeknik Kesehatan Kerta Cendekia,keperawatan (D4)
Politeknik Kesehatan Kerta Cendekia,Keselamatan Dan Kesehatan Kerja (D4)
Politeknik Kesehatan Kerta Cendekia,Pendidikan Profesi Ners (Profesi)
Politeknik Kesehatan Kerta Cendekia,Promosi Kesehatan (D4)
Sekolah Tinggi Agama Islam (STAI) Poso,Ekonomi Syariah (S1)
Sekolah Tinggi Agama Islam (STAI) Poso,Manajemen Pendidikan Islam (S1)
Sekolah Tinggi Ilmu Tarbiyah Bandung,Pendidikan Agama Islam (S1)
"STAI Pancawahana (STAIPANA) Bangil, Pasuruan",Bimbingan Penyuluhan Islam (S1)
"STAI Pancawahana (STAIPANA) Bangil, Pasuruan",Hukum Keluarga Islam (Ahwal Syakhshiyyah) (S1)
"STAI Pancawahana (STAIPANA) Bangil, Pasuruan",Pendidikan Agama Islam (S1)
"STAI Pancawahana (STAIPANA) Bangil, Pasuruan",Pendidikan Guru Madrasah Ibtidaiyah (S1)
"STAI Pancawahana (STAIPANA) Bangil, Pasuruan",Pendidikan Islam Anak Usia Dini (S1)
"STAI Pancawahana (STAIPANA) Bangil, Pasuruan",Tadris Bahasa Inggris (S1)
Akademi Fisioterapi Harapan Bangsa Banda Aceh,Fisioterapi (D3)
STISIP Nurdin Hamzah,Ilmu Komunikasi (S1)
STISIP Nurdin Hamzah,Ilmu Pemerintahan (S1)
STIKES Wiyata Husada Samarinda,Analis Kesehatan (D3)
STIKES Wiyata Husada Samarinda,Fisioterapi (S1)
STIKES Wiyata Husada Samarinda,Ilmu Keperawatan (S1)
STIKES Wiyata Husada Samarinda,Kebidanan (D3)
STIKES Wiyata Husada Samarinda,Kebidanan (S1)
STIKES Wiyata Husada Samarinda,Pendidikan Profesi Bidan (Profesi)
STIKES Wiyata Husada Samarinda,Profesi Ners (Profesi)
STIKES Wiyata Husada Samarinda,Teknnologi Laboratorium Medis (D4)
Universitas Muhammadiyah Sorong,Agroteknologi (S1)
Universitas Muhammadiyah Sorong,Akuntansi (S1)
Universitas Muhammadiyah Sorong,Hukum (S2)
Universitas Muhammadiyah Sorong,Ilmu Administrasi Negara (S1)
Universitas Muhammadiyah Sorong,Ilmu Hukum (S1)
Universitas Muhammadiyah Sorong,Ilmu Pemerintahan (S1)
Universitas Muhammadiyah Sorong,Kehutanan (S1)
Universitas Muhammadiyah Sorong,Manajemen (S1)
Universitas Muhammadiyah Sorong,Manajemen Sumber Daya Perairan (S1)
Universitas Muhammadiyah Sorong,Pendidikan Bahasa Indonesia (S1)
Universitas Muhammadiyah Sorong,Pendidikan Bahasa Inggris (S1)
Universitas Muhammadiyah Sorong,Pendidikan Guru Sekolah Dasar (S1)
Universitas Muhammadiyah Sorong,Pendidikan Jasmani (S1)
Universitas Muhammadiyah Sorong,Pendidikan Matematika (S1)
Universitas Muhammadiyah Sorong,Pengolahan Hasil Perikanan (S1)
Universitas Muhammadiyah Sorong,Perencanaan Wilayah dan Kota (S1)
Universitas Muhammadiyah Sorong,Sosiologi (S1)
Universitas Muhammadiyah Sorong,Teknik Industri (S1)
Universitas Muhammadiyah Sorong,Teknik Informatika (S1)
Universitas Muhammadiyah Sorong,Teknik Lingkungan (S1)
Universitas Muhammadiyah Sorong,Teknik Sipil (S1)
Sekolah Tinggi Ilmu Syari'ah (STIS) Muhammadiyah Pringsewu,Hukum Ekonomi Syariah / Mualamah (S1)
Institut Teknologi Budi Utomo,Arsitektur (S1)
Institut Teknologi Budi Utomo,Sistem Informasi (S1)
Institut Teknologi Budi Utomo,Teknik Elektro (S1)
Institut Teknologi Budi Utomo,Teknik Elektronika (D3)
Institut Teknologi Budi Utomo,Teknik Informatika (S1)
Institut Teknologi Budi Utomo,Teknik Komputer (D3)
Institut Teknologi Budi Utomo,Teknik Mesin (D3)
Institut Teknologi Budi Utomo,Teknik Mesin (S1)
Institut Teknologi Budi Utomo,Teknik Sipil (S1)
STKIP Nurul Huda di Sukaraja,Pendidikan Agama Islam (S1)
STKIP Nurul Huda di Sukaraja,Pendidikan Bahasa Dan Sastra Indonesia (S1)
STKIP Nurul Huda di Sukaraja,Pendidikan Bahasa Inggris (S1)
STKIP Nurul Huda di Sukaraja,Pendidikan Ekonomi (S1)
STKIP Nurul Huda di Sukaraja,Pendidikan Fisika (S1)
STKIP Nurul Huda di Sukaraja,Pendidikan Guru Madrasah Ibtidaiyah (S1)
STKIP Nurul Huda di Sukaraja,Pendidikan Teknologi Informasi (S1)
Sekolah Tinggi Teologi Saint Paul Bandung,Teologi (S1)
Sekolah Tinggi Ilmu Hukum Graha Kirana,Ilmu Hukum (S1)
Akademi Kesehatan Fisioterapi,Fisioterapi (D3)
STMIK Bidakara,Sistem Informasi (S1)
STMIK Bidakara,Teknik Informatika (S1)
STKIP Al-Washliyah,Pendidikan Bahasa Arab (S1)
STKIP Al-Washliyah,Pendidikan Geografi (S1)
Universitas Audi Indonesia,Akuntansi (S1)
Universitas Audi Indonesia,Farmasi (S1)
Universitas Audi Indonesia,Hukum (S1)
Universitas Audi Indonesia,Informatika (S1)
Universitas Audi Indonesia,Kebidanan (S1)
Universitas Audi Indonesia,Kebidanan (D3)
Universitas Audi Indonesia,Keperawatan (S1)
Universitas Audi Indonesia,Kesehatan Masyarakat (S1)
Universitas Audi Indonesia,Manajemen (S1)
Universitas Audi Indonesia,Pendidikan Guru Pendidikan Anak Usia Dini (S1)
Universitas Audi Indonesia,Pendidikan Guru Sekolah Dasar (S1)
Universitas Audi Indonesia,Pendidikan Jasmani (S1)
Universitas Audi Indonesia,Pendidikan Profesi Bidan (Profesi)
Universitas Audi Indonesia,Pendidikan Profesi Ners (Profesi)
Universitas Audi Indonesia,Psikologi (S1)
Universitas Audi Indonesia,Sistem Informasi (S1)
Sekolah Tinggi Agama Kristen Maluku Utara,Kepemimpinan Kristen (S2)
Sekolah Tinggi Agama Kristen Maluku Utara,Kepemimpinan Kristen (S1)
Sekolah Tinggi Agama Kristen Maluku Utara,Pendidikan Agama Kristen (S2)
Sekolah Tinggi Agama Kristen Maluku Utara,Pendidikan Agama Kristen (S1)
Sekolah Tinggi Agama Kristen Maluku Utara,Teologi (S1)
Sekolah Tinggi Agama Kristen Arastamar Asmat,Pendidikan Agama Kristen (S1)
Sekolah Tinggi Agama Kristen Arastamar Asmat,Sosiologi Kristen (S1)
Sekolah Tinggi Ilmu Tarbiyah Syamsuddhuha Aceh Utara Banda Aceh,Pendidikan Bahasa Arab (S1)
Sekolah Tinggi Manajemen Informatika dan Komputer Indo Daya Suvana,Sistem Informasi (S1)
Sekolah Tinggi Manajemen Informatika dan Komputer Indo Daya Suvana,Teknik Informatika (S1)
AMIK Harapan Medan,Manajemen Informatika (D3)
Akademi Kebidanan Kesehatan Baru,Kebidanan (D3)
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Yastaqi Merauke,Pendidikan Pancasila dan Kewarganegaraan (S1)
Sekolah Tinggi Ilmu Ekonomi Jayakusuma,Akuntansi (S1)
Sekolah Tinggi Ilmu Ekonomi Jayakusuma,Manajemen (S1)
Universitas Purwakarta,Akuntansi (S1)
Universitas Purwakarta,Ilmu Administrasi Negara (S1)
Universitas Purwakarta,Ilmu Hukum (S1)
Universitas Purwakarta,Ilmu Komunikasi (S1)
Universitas Purwakarta,Sistem Informasi (S1)
Universitas Purwakarta,Teknik Elektro (S1)
Universitas Purwakarta,Teknik Industri (S1)
Universitas Purwakarta,Teknik Informatika (S1)
Universitas Purwakarta,Teknik Mesin (S1)
Sekolah Tinggi Ilmu Kesehatan Elisabeth Semarang,Gizi (S1)
Sekolah Tinggi Ilmu Kesehatan Elisabeth Semarang,Ilmu Keperawatan (S1)
Sekolah Tinggi Ilmu Kesehatan Elisabeth Semarang,Keperawatan (D3)
Sekolah Tinggi Ilmu Kesehatan Elisabeth Semarang,Profesi Ners (Profesi)
Politeknik Insan Husada Surakarta,Keperawatan (D3)
Politeknik Insan Husada Surakarta,Keperawatan Anestesiologi (D4)
Politeknik Insan Husada Surakarta,Rekam Medis dan Informasi Kesehatan (D3)
Politeknik Assalaam Surakarta,Bahasa Inggris (D3)
Politeknik Assalaam Surakarta,Manajemen Informasi Kesehatan (D4)
Politeknik Assalaam Surakarta,Manajemen Informatika (D3)
Politeknik Assalaam Surakarta,Pengelolaan Perhotelan (D4)
Sekolah Tinggi Ilmu Kesehatan Fatima Parepare,Administrasi Kesehatan (S1)
Sekolah Tinggi Ilmu Kesehatan Fatima Parepare,Keperawatan (D3)
Sekolah Tinggi Ilmu Ekonomi Jaya Negara Tamansiswa,Akuntansi (D3)
Sekolah Tinggi Ilmu Ekonomi Jaya Negara Tamansiswa,Akuntansi (S1)
Sekolah Tinggi Ilmu Ekonomi Jaya Negara Tamansiswa,Manajemen (S2)
Sekolah Tinggi Ilmu Ekonomi Jaya Negara Tamansiswa,Manajemen (S1)
STIT Al Falah,Pendidikan Agama Islam (S1)
STT Injili Philadelphia Tangerang,Pendidikan Agama Kristen (S1)
STT Injili Philadelphia Tangerang,Teologi (Akademik) (S1)
Sekolah Tinggi Ilmu Komunikasi Mahakam,Ilmu Komunikasi (S1)
STMIK Jibes,Sistem Komputer (S1)
STMIK Jibes,Teknik Informatika (S1)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Filsafat Agama Hindu (S1)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Hukum Adat (S1)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Hukum Agama Hindu (S1)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Hukum Agama Hindu (S2)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Ilmu Komunikasi Hindu (S1)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Kepanditaan (S1)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Manajemen Pendidikan Agama Hindu (S2)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Pendidikan Agama Hindu (S2)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Pendidikan Agama Hindu (S1)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Pendidikan Guru Sekolah Dasar (S1)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Pendidikan Profesi Guru Pendidikan Agama Hindu (Profesi)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Pendidikan Seni dan Keagamaan (S1)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Penerangan Agama Hindu (S1)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Pramuwisata Budaya dan Keagamaan (S1)
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Teknologi Informasi (S1)
Sekolah Tinggi Teknik Bentara Persada Batam,Teknik Elektronika (D3)
Sekolah Tinggi Teknik Bentara Persada Batam,Teknik Industri (S1)
Akademi Kebidanan Helvetia Medan,Kebidanan (D3)
Sekolah Tinggi Agama Islam Syekh Jangkung,Pendidikan Guru Madrasah Ibtidaiyah (S1)
Sekolah Tinggi Agama Islam Syekh Jangkung,Pendidikan Islam Anak Usia Dini (S1)
Sekolah Tinggi Agama Islam Syekh Jangkung,Sejarah dan Kebudayaan Islam (S1)
Akademi Teknologi Bandung,Elektronika (D1)
Akademi Teknologi Bandung,Teknik Elektronika (D3)
Akademi Teknologi Bandung,Teknik Mesin (D1)
Akademi Teknologi Bandung,Teknik Mesin (D3)
Akademi Teknologi Bandung,Teknik Sipil (D3)
Akademi Teknologi Bandung,Teknik Tekstil (D3)
Akademi Teknologi Bandung,Teknik Tekstil (D1)
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Kalianda,Manajemen (S1)
Politeknik AKA Bogor,Analisis Kimia (D3)
Politeknik AKA Bogor,Nanoteknologi Pangan (D4)
Politeknik AKA Bogor,Pengolahan Limbah Industri (D3)
Politeknik AKA Bogor,Penjaminan Mutu Industri Pangan (D3)
Universitas Pendidikan Muhammadiyah Sorong,Agribisnis (S1)
Universitas Pendidikan Muhammadiyah Sorong,Akuakultur (S1)
Universitas Pendidikan Muhammadiyah Sorong,Akuntansi (S1)
Universitas Pendidikan Muhammadiyah Sorong,Bisnis Digital (S1)
Universitas Pendidikan Muhammadiyah Sorong,Farmasi (S1)
Universitas Pendidikan Muhammadiyah Sorong,Hubungan Internasional (S1)
Universitas Pendidikan Muhammadiyah Sorong,Hukum (S1)
Universitas Pendidikan Muhammadiyah Sorong,Ilmu Komunikasi (S1)
Universitas Pendidikan Muhammadiyah Sorong,Ilmu Manajemen (S2)
Universitas Pendidikan Muhammadiyah Sorong,Ilmu Pemerintahan (S1)
Universitas Pendidikan Muhammadiyah Sorong,Manajemen (S1)
Universitas Pendidikan Muhammadiyah Sorong,Pendidikan Agama Islam (S1)
Universitas Pendidikan Muhammadiyah Sorong,Pendidikan Bahasa Indonesia (S1)
Universitas Pendidikan Muhammadiyah Sorong,Pendidikan Bahasa Inggris (S1)
Universitas Pendidikan Muhammadiyah Sorong,Pendidikan Biologi (S1)
Universitas Pendidikan Muhammadiyah Sorong,Pendidikan Guru Pendidikan Anak Usia Dini (S1)
Universitas Pendidikan Muhammadiyah Sorong,Pendidikan Guru Sekolah Dasar (S1)
Universitas Pendidikan Muhammadiyah Sorong,Pendidikan Ilmu Pengetahuan Alam (S1)
Universitas Pendidikan Muhammadiyah Sorong,Pendidikan Jasmani (S1)
Universitas Pendidikan Muhammadiyah Sorong,Pendidikan Matematika (S1)
Universitas Pendidikan Muhammadiyah Sorong,Pendidikan Pancasila dan Kewarganegaraan (S1)
Universitas Pendidikan Muhammadiyah Sorong,Pendidikan Profesi Guru (Profesi)
Universitas Pendidikan Muhammadiyah Sorong,Pendidikan Teknologi Informasi (S1)
Universitas Pendidikan Muhammadiyah Sorong,Peternakan (S1)
Universitas Pendidikan Muhammadiyah Sorong,Psikologi (S1)
Universitas Pendidikan Muhammadiyah Sorong,Teknik Kimia (S1)
Universitas Pendidikan Muhammadiyah Sorong,Teknik Sipil (S1)
Sekolah Tinggi Dirasat Islamiyah Imam Syafi`i Jember,Ahwal Al-Syakhshiyyah (S1)
Sekolah Tinggi Dirasat Islamiyah Imam Syafi`i Jember,Ilmu Hadits (S1)
STIKES Muhammadiyah Kuningan,Farmasi (D3)
STIKES Muhammadiyah Kuningan,Farmasi (S1)
STIKES Muhammadiyah Kuningan,Rekam Medis dan Informasi Kesehatan (D3)
"STAI Darul Ulum Kandangan, Kalimantan Selatan",Ekonomi Syariah (S1)
"STAI Darul Ulum Kandangan, Kalimantan Selatan",Hukum Keluarga Islam (Ahwal Syakhshiyyah) (S1)
"STAI Darul Ulum Kandangan, Kalimantan Selatan",Hukum Tatanegara (Siyasah syar'iyyah) (S1)
"STAI Darul Ulum Kandangan, Kalimantan Selatan",Pendidikan Agama Islam (S1)
"STAI Darul Ulum Kandangan, Kalimantan Selatan",Pendidikan Bahasa Arab (S1)
"STAI Darul Ulum Kandangan, Kalimantan Selatan",Pendidikan Guru Madrasah Ibtidaiyah (S1)
"STAI Darul Ulum Kandangan, Kalimantan Selatan",Pendidikan Islam Anak Usia Dini (PIAUD) (S1)
"STAI Darul Ulum Kandangan, Kalimantan Selatan",Perbankan Syariah (S1)
Sekolah Tinggi Farmasi Indonesia,Farmasi (S1)
Sekolah Tinggi Farmasi Indonesia,Farmasi (S2)
Sekolah Tinggi Farmasi Indonesia,Pendidikan Profesi Apoteker (Profesi)
Sekolah Tinggi Teknologi Muhammadiyah AR Fachruddin,Desain Komunikasi Visual (S1)
